 id  ,                                name                                ,                            description                             , sku , units ,      dvinci_id      ,  cutrite_id  ,         created_at         ,         updated_at         
534,"  Drawer Box (30x13x6), Birch                                    ","Drawer Box, Birch",,, 000.000.030.012.060 ,CL-DBX-5  ,10/29/2010 23:14:36,10/29/2010 23:35:09
557,"  Drawer Box (30x13x8), Birch                                    ","Drawer Box, Birch",,, 000.000.030.012.080 ,CL-DBX-7.5,10/29/2010 23:14:43,10/29/2010 23:35:09
579,"  Drawer Box (30x14x11), Birch                                   ","Drawer Box, Birch",,, 000.000.030.014.010 ,CL-DBX-10,10/29/2010 23:29:23,10/29/2010 23:35:09
592,"  Drawer Box (30x14x13), Birch                                   ","Drawer Box, Birch",,, 000.000.030.014.012 ,CL-DBX-11,10/29/2010 23:29:24,10/29/2010 23:35:09
539,"  Drawer Box (30x14x6), Birch                                    ","Drawer Box, Birch",,, 000.000.030.014.060 ,CL-DBX-5  ,10/29/2010 23:14:38,10/29/2010 23:35:09
562,"  Drawer Box (30x14x8), Birch                                    ","Drawer Box, Birch",,, 000.000.030.014.080 ,CL-DBX-7.5,10/29/2010 23:14:45,10/29/2010 23:35:10
581,"  Drawer Box (30x16x11), Birch                                   ","Drawer Box, Birch",,, 000.000.030.016.010 ,CL-DBX-10,10/29/2010 23:29:23,10/29/2010 23:35:10
596,"  Drawer Box (30x16x13), Birch                                   ","Drawer Box, Birch",,, 000.000.030.016.012 ,CL-DBX-11,10/29/2010 23:29:27,10/29/2010 23:35:10
543,"  Drawer Box (30x16x6), Birch                                    ","Drawer Box, Birch",,, 000.000.030.016.060 ,CL-DBX-5  ,10/29/2010 23:14:39,10/29/2010 23:35:10
566,"  Drawer Box (30x16x8), Birch                                    ","Drawer Box, Birch",,, 000.000.030.016.080 ,CL-DBX-7.5,10/29/2010 23:29:22,10/29/2010 23:35:10
587,"  Drawer Box (30x20x11), Birch                                   ","Drawer Box, Birch",,, 000.000.030.020.010 ,CL-DBX-10,10/29/2010 23:29:24,10/29/2010 23:35:10
602,"  Drawer Box (30x20x13), Birch                                   ","Drawer Box, Birch",,, 000.000.030.020.012 ,CL-DBX-11,10/29/2010 23:29:28,10/29/2010 23:35:10
552,"  Drawer Box (30x20x6), Birch                                    ","Drawer Box, Birch",,, 000.000.030.020.060 ,CL-DBX-5  ,10/29/2010 23:14:42,10/29/2010 23:35:10
575,"  Drawer Box (30x20x8), Birch                                    ","Drawer Box, Birch",,, 000.000.030.020.080 ,CL-DBX-7.5,10/29/2010 23:29:23,10/29/2010 23:35:10
594,"  Drawer Box (30x24x11), Birch                                   ","Drawer Box, Birch",,, 000.000.030.024.010 ,CL-DBX-10,10/29/2010 23:29:27,10/29/2010 23:35:11
609,"  Drawer Box (30x24x13), Birch                                   ","Drawer Box, Birch",,, 000.000.030.024.012 ,CL-DBX-11,10/29/2010 23:29:28,10/29/2010 23:35:11
563,"  Drawer Box (30x24x6), Birch                                    ","Drawer Box, Birch",,, 000.000.030.024.060 ,CL-DBX-5  ,10/29/2010 23:29:17,10/29/2010 23:35:11
580,"  Drawer Box (30x24x8), Birch                                    ","Drawer Box, Birch",,, 000.000.030.024.080 ,CL-DBX-7.5,10/29/2010 23:29:23,10/29/2010 23:35:11
442,"  Drawer Box (18x13x11), White                                   ","Drawer Box, White",,, 000.500.018.012.010 ,CL-DBX-10,10/29/2010 23:13:56,10/29/2010 23:35:23
447,"  Drawer Box (18x13x13), White                                   ","Drawer Box, White",,, 000.500.018.012.012 ,CL-DBX-11,10/29/2010 23:14:03,10/29/2010 23:35:23
424,"  Drawer Box (18x13x6), White                                    ","Drawer Box, White",,, 000.500.018.012.060 ,CL-DBX-5  ,10/29/2010 23:13:33,10/29/2010 23:35:24
434,"  Drawer Box (18x13x8), White                                    ","Drawer Box, White",,, 000.500.018.012.080 ,CL-DBX-7.5,10/29/2010 23:13:45,10/29/2010 23:35:24
448,"  Drawer Box (18x14x11), White                                   ","Drawer Box, White",,, 000.500.018.014.010 ,CL-DBX-10,10/29/2010 23:14:03,10/29/2010 23:35:24
456,"  Drawer Box (18x14x13), White                                   ","Drawer Box, White",,, 000.500.018.014.012 ,CL-DBX-11,10/29/2010 23:14:05,10/29/2010 23:35:24
425,"  Drawer Box (18x14x6), White                                    ","Drawer Box, White",,, 000.500.018.014.060 ,CL-DBX-5  ,10/29/2010 23:13:38,10/29/2010 23:35:24
440,"  Drawer Box (18x14x8), White                                    ","Drawer Box, White",,, 000.500.018.014.080 ,CL-DBX-7.5,10/29/2010 23:13:52,10/29/2010 23:35:24
455,"  Drawer Box (18x16x11), White                                   ","Drawer Box, White",,, 000.500.018.016.010 ,CL-DBX-10,10/29/2010 23:14:05,10/29/2010 23:35:25
462,"  Drawer Box (18x16x13), White                                   ","Drawer Box, White",,, 000.500.018.016.012 ,CL-DBX-11,10/29/2010 23:14:08,10/29/2010 23:35:25
432,"  Drawer Box (18x16x6), White                                    ","Drawer Box, White",,, 000.500.018.016.060 ,CL-DBX-5  ,10/29/2010 23:13:41,10/29/2010 23:35:25
443,"  Drawer Box (18x16x8), White                                    ","Drawer Box, White",,, 000.500.018.016.080 ,CL-DBX-7.5,10/29/2010 23:13:56,10/29/2010 23:35:25
471,"  Drawer Box (18x20x11), White                                   ","Drawer Box, White",,, 000.500.018.020.010 ,CL-DBX-10,10/29/2010 23:14:15,10/29/2010 23:35:25
480,"  Drawer Box (18x20x13), White                                   ","Drawer Box, White",,, 000.500.018.020.012 ,CL-DBX-11,10/29/2010 23:14:18,10/29/2010 23:35:25
438,"  Drawer Box (18x20x6), White                                    ","Drawer Box, White",,, 000.500.018.020.060 ,CL-DBX-5  ,10/29/2010 23:13:52,10/29/2010 23:35:25
457,"  Drawer Box (18x20x8), White                                    ","Drawer Box, White",,, 000.500.018.020.080 ,CL-DBX-7.5,10/29/2010 23:14:05,10/29/2010 23:35:25
484,"  Drawer Box (18x24x11), White                                   ","Drawer Box, White",,, 000.500.018.024.010 ,CL-DBX-10,10/29/2010 23:14:20,10/29/2010 23:35:25
491,"  Drawer Box (18x24x13), White                                   ","Drawer Box, White",,, 000.500.018.024.012 ,CL-DBX-11,10/29/2010 23:14:23,10/29/2010 23:35:26
445,"  Drawer Box (18x24x6), White                                    ","Drawer Box, White",,, 000.500.018.024.060 ,CL-DBX-5  ,10/29/2010 23:13:57,10/29/2010 23:35:26
467,"  Drawer Box (18x24x8), White                                    ","Drawer Box, White",,, 000.500.018.024.080 ,CL-DBX-7.5,10/29/2010 23:14:14,10/29/2010 23:35:26
461,"  Drawer Box (24x13x11), White                                   ","Drawer Box, White",,, 000.500.024.012.010 ,CL-DBX-10,10/29/2010 23:14:08,10/29/2010 23:35:26
473,"  Drawer Box (24x13x13), White                                   ","Drawer Box, White",,, 000.500.024.012.012 ,CL-DBX-11,10/29/2010 23:14:15,10/29/2010 23:35:26
433,"  Drawer Box (24x13x6), White                                    ","Drawer Box, White",,, 000.500.024.012.060 ,CL-DBX-5  ,10/29/2010 23:13:45,10/29/2010 23:35:26
451,"  Drawer Box (24x13x8), White                                    ","Drawer Box, White",,, 000.500.024.012.080 ,CL-DBX-7.5,10/29/2010 23:14:03,10/29/2010 23:35:26
472,"  Drawer Box (24x14x11), White                                   ","Drawer Box, White",,, 000.500.024.014.010 ,CL-DBX-10,10/29/2010 23:14:15,10/29/2010 23:35:26
481,"  Drawer Box (24x14x13), White                                   ","Drawer Box, White",,, 000.500.024.014.012 ,CL-DBX-11,10/29/2010 23:14:18,10/29/2010 23:35:27
439,"  Drawer Box (24x14x6), White                                    ","Drawer Box, White",,, 000.500.024.014.060 ,CL-DBX-5  ,10/29/2010 23:13:52,10/29/2010 23:35:27
458,"  Drawer Box (24x14x8), White                                    ","Drawer Box, White",,, 000.500.024.014.080 ,CL-DBX-7.5,10/29/2010 23:14:05,10/29/2010 23:35:27
478,"  Drawer Box (24x16x11), White                                   ","Drawer Box, White",,, 000.500.024.016.010 ,CL-DBX-10,10/29/2010 23:14:18,10/29/2010 23:35:27
486,"  Drawer Box (24x16x13), White                                   ","Drawer Box, White",,, 000.500.024.016.012 ,CL-DBX-11,10/29/2010 23:14:20,10/29/2010 23:35:27
441,"  Drawer Box (24x16x6), White                                    ","Drawer Box, White",,, 000.500.024.016.060 ,CL-DBX-5  ,10/29/2010 23:13:56,10/29/2010 23:35:27
460,"  Drawer Box (24x16x8), White                                    ","Drawer Box, White",,, 000.500.024.016.080 ,CL-DBX-7.5,10/29/2010 23:14:08,10/29/2010 23:35:27
489,"  Drawer Box (24x20x11), White                                   ","Drawer Box, White",,, 000.500.024.020.010 ,CL-DBX-10,10/29/2010 23:14:22,10/29/2010 23:35:27
495,"  Drawer Box (24x20x13), White                                   ","Drawer Box, White",,, 000.500.024.020.012 ,CL-DBX-11,10/29/2010 23:14:25,10/29/2010 23:35:28
452,"  Drawer Box (24x20x6), White                                    ","Drawer Box, White",,, 000.500.024.020.060 ,CL-DBX-5  ,10/29/2010 23:14:03,10/29/2010 23:35:28
474,"  Drawer Box (24x20x8), White                                    ","Drawer Box, White",,, 000.500.024.020.080 ,CL-DBX-7.5,10/29/2010 23:14:17,10/29/2010 23:35:28
499,"  Drawer Box (24x24x11), White                                   ","Drawer Box, White",,, 000.500.024.024.010 ,CL-DBX-10,10/29/2010 23:14:25,10/29/2010 23:35:28
505,"  Drawer Box (24x24x13), White                                   ","Drawer Box, White",,, 000.500.024.024.012 ,CL-DBX-11,10/29/2010 23:14:29,10/29/2010 23:35:28
459,"  Drawer Box (24x24x6), White                                    ","Drawer Box, White",,, 000.500.024.024.060 ,CL-DBX-5  ,10/29/2010 23:14:07,10/29/2010 23:35:28
487,"  Drawer Box (24x24x8), White                                    ","Drawer Box, White",,, 000.500.024.024.080 ,CL-DBX-7.5,10/29/2010 23:14:22,10/29/2010 23:35:28
485,"  Drawer Box (30x13x11), White                                   ","Drawer Box, White",,, 000.500.030.012.010 ,CL-DBX-10,10/29/2010 23:14:20,10/29/2010 23:35:28
492,"  Drawer Box (30x13x13), White                                   ","Drawer Box, White",,, 000.500.030.012.012 ,CL-DBX-11,10/29/2010 23:14:23,10/29/2010 23:35:28
446,"  Drawer Box (30x13x6), White                                    ","Drawer Box, White",,, 000.500.030.012.060 ,CL-DBX-5  ,10/29/2010 23:13:57,10/29/2010 23:35:28
468,"  Drawer Box (30x13x8), White                                    ","Drawer Box, White",,, 000.500.030.012.080 ,CL-DBX-7.5,10/29/2010 23:14:14,10/29/2010 23:35:29
490,"  Drawer Box (30x14x11), White                                   ","Drawer Box, White",,, 000.500.030.014.010 ,CL-DBX-10,10/29/2010 23:14:22,10/29/2010 23:35:29
496,"  Drawer Box (30x14x13), White                                   ","Drawer Box, White",,, 000.500.030.014.012 ,CL-DBX-11,10/29/2010 23:14:25,10/29/2010 23:35:29
453,"  Drawer Box (30x14x6), White                                    ","Drawer Box, White",,, 000.500.030.014.060 ,CL-DBX-5  ,10/29/2010 23:14:03,10/29/2010 23:35:29
475,"  Drawer Box (30x14x8), White                                    ","Drawer Box, White",,, 000.500.030.014.080 ,CL-DBX-7.5,10/29/2010 23:14:17,10/29/2010 23:35:29
494,"  Drawer Box (30x16x11), White                                   ","Drawer Box, White",,, 000.500.030.016.010 ,CL-DBX-10,10/29/2010 23:14:24,10/29/2010 23:35:29
500,"  Drawer Box (30x16x13), White                                   ","Drawer Box, White",,, 000.500.030.016.012 ,CL-DBX-11,10/29/2010 23:14:28,10/29/2010 23:35:29
454,"  Drawer Box (30x16x6), White                                    ","Drawer Box, White",,, 000.500.030.016.060 ,CL-DBX-5  ,10/29/2010 23:14:05,10/29/2010 23:35:29
482,"  Drawer Box (30x16x8), White                                    ","Drawer Box, White",,, 000.500.030.016.080 ,CL-DBX-7.5,10/29/2010 23:14:19,10/29/2010 23:35:30
502,"  Drawer Box (30x20x11), White                                   ","Drawer Box, White",,, 000.500.030.020.010 ,CL-DBX-10,10/29/2010 23:14:29,10/29/2010 23:35:30
508,"  Drawer Box (30x20x13), White                                   ","Drawer Box, White",,, 000.500.030.020.012 ,CL-DBX-11,10/29/2010 23:14:29,10/29/2010 23:35:30
464,"  Drawer Box (30x20x6), White                                    ","Drawer Box, White",,, 000.500.030.020.060 ,CL-DBX-5  ,10/29/2010 23:14:08,10/29/2010 23:35:30
493,"  Drawer Box (30x20x8), White                                    ","Drawer Box, White",,, 000.500.030.020.080 ,CL-DBX-7.5,10/29/2010 23:14:23,10/29/2010 23:35:30
511,"  Drawer Box (30x24x11), White                                   ","Drawer Box, White",,, 000.500.030.024.010 ,CL-DBX-10,10/29/2010 23:14:30,10/29/2010 23:35:30
516,"  Drawer Box (30x24x13), White                                   ","Drawer Box, White",,, 000.500.030.024.012 ,CL-DBX-11,10/29/2010 23:14:31,10/29/2010 23:35:30
479,"  Drawer Box (30x24x6), White                                    ","Drawer Box, White",,, 000.500.030.024.060 ,CL-DBX-5  ,10/29/2010 23:14:18,10/29/2010 23:35:30
501,"  Drawer Box (30x24x8), White                                    ","Drawer Box, White",,, 000.500.030.024.080 ,CL-DBX-7.5,10/29/2010 23:14:28,10/29/2010 23:35:30
360,  Drawer Flat                                                    ,Drawer Flat,,, 000.000.000.x.200   ,CL-DRWF      ,10/29/2010 23:10:56,10/29/2010 23:34:43
255,"  Drawer Glides (Pair), 10""                                      ","Drawer Glides (Pair), 10""                                      ",,, 000.700.010.000.000 ,,10/29/2010 23:08:32,10/29/2010 23:08:32
4,"  Drawer Powder Coat, Granite                                    ","Drawer Powder Coat, Granite                                    ",,, 000.000.000.012.200 ,,10/29/2010 23:05:36,10/29/2010 23:05:36
2,"  Drawer Powder Coat, Red                                        ","Drawer Powder Coat, Red                                        ",,, 000.000.000.011.200 ,,10/29/2010 23:05:36,10/29/2010 23:05:36
5," NX Base Cabinet, 1 Door, 1 Adj Sh                          ","NX Base Cabinet, 1 Door, 1 Adj Sh                          ",,, 000.101.132.x.000   ,NX-B1-1AS    ,10/29/2010 23:05:37,10/29/2010 23:05:37
6," NX Base Cabinet, 1 Door, 1 Adj Sh                          ","NX Base Cabinet, 1 Door, 1 Adj Sh                          ",,, 000.101.232.x.000   ,NX-B1-1AS    ,10/29/2010 23:05:37,10/29/2010 23:35:40
12," NX Base Cabinet, 1 Door, 1 Drawer, 1 Adj Sh                ","NX Base Cabinet, 1 Door, 1 Drawer, 1 Adj Sh                ",,, 000.211.132.x.000   ,NX-BD1-1AS,10/29/2010 23:05:37,10/29/2010 23:05:37
13," NX Base Cabinet, 1 Door, 1 Drawer, 1 Adj Sh                ","NX Base Cabinet, 1 Door, 1 Drawer, 1 Adj Sh                ",,, 000.211.232.x.000   ,NX-B1D1-1AS  ,10/29/2010 23:05:37,10/29/2010 23:35:41
9," NX Base Cabinet, 1 Door, 2 P/O Trays                       ","NX Base Cabinet, 1 Door, 2 P/O Trays                       ",,, 000.188.132.x.000   ,NX-B1-2PO,10/29/2010 23:05:37,10/29/2010 23:05:37
10," NX Base Cabinet, 1 Door, 2 P/O Trays                       ","NX Base Cabinet, 1 Door, 2 P/O Trays                       ",,, 000.188.232.x.000   ,NX-B1-2PO,10/29/2010 23:05:37,10/29/2010 23:05:37
7," NX Base Cabinet, 2 Doors, 1 Adj Sh                         ","NX Base Cabinet, 2 Doors, 1 Adj Sh                         ",,, 000.102.332.x.000   ,NX-B2-1AS    ,10/29/2010 23:05:37,10/29/2010 23:05:37
8," NX Base Cabinet, 2 Doors, 1 Adj Sh                         ","NX Base Cabinet, 2 Doors, 1 Adj Sh                         ",,, 000.102.432.x.000   ,NX-B2-1AS    ,10/29/2010 23:05:37,10/29/2010 23:35:40
14," NX Base Cabinet, 2 Doors, 1 Drawer, 1 Adj Sh               ","NX Base Cabinet, 2 Doors, 1 Drawer, 1 Adj Sh               ",,, 000.212.332.x.000   ,NX-BD1-1AS,10/29/2010 23:05:38,10/29/2010 23:05:38
15," NX Base Cabinet, 2 Doors, 2 Drawer, 1 Adj Sh               ","NX Base Cabinet, 2 Doors, 2 Drawer, 1 Adj Sh               ",,, 000.222.332.x.000   ,NX-BD2-1AS,10/29/2010 23:05:38,10/29/2010 23:05:38
16," NX Base Cabinet, 2 Doors, 2 Drawer, 1 Adj Sh               ","NX Base Cabinet, 2 Doors, 2 Drawer, 1 Adj Sh               ",,, 000.222.432.x.000   ,NX-BD2-1AS,10/29/2010 23:05:38,10/29/2010 23:05:38
11," NX Base Cabinet, 2 Doors, 2 P/O Trays                      ","NX Base Cabinet, 2 Doors, 2 P/O Trays                      ",,, 000.188.332.x.000   ,NX-B2-2PO,10/29/2010 23:05:37,10/29/2010 23:05:37
17," NX Base Cabinet, 4 Drawers                                 ","NX Base Cabinet, 4 Drawers                                 ",,, 000.240.132.x.000   ,NX-BD4,10/29/2010 23:05:38,10/29/2010 23:05:38
18," NX Base Cabinet, 4 Drawers                                 ","NX Base Cabinet, 4 Drawers                                 ",,, 000.240.232.x.000   ,NX-BD4,10/29/2010 23:05:38,10/29/2010 23:35:41
47,"  Garage Corner Cabinet, 1 Door, 1 Adj Sh                        ","NX Corner Cabinet, 1 Door, 1 Adj Sh                        ",,, 000.308.330.x.000   ,NX-C1-1AS,10/29/2010 23:05:42,10/29/2010 23:05:42
48," NX Corner Cabinet, 1 Door, 1 Adj Sh                        ","NX Corner Cabinet, 1 Door, 1 Adj Sh                        ",,, 000.308.331.x.000   ,NX-C1-1AS,10/29/2010 23:05:42,10/29/2010 23:05:42
49," NX Corner Cabinet, 1 Door, 1 Adj Sh                        ","NX Corner Cabinet, 1 Door, 1 Adj Sh                        ",,, 000.308.332.x.000   ,NX-C1-1AS,10/29/2010 23:05:43,10/29/2010 23:05:43
50," NX Corner Cabinet, 1 Door, 2 Adj Sh                        ","NX Corner Cabinet, 1 Door, 2 Adj Sh                        ",,, 000.308.342.x.000   ,NX-CT1-2AS,10/29/2010 23:05:43,10/29/2010 23:05:43
51," NX Corner Cabinet, 1 Door, 3 Adj Sh                        ","NX Corner Cabinet, 1 Door, 3 Adj Sh                        ",,, 000.308.382.x.000   ,NX-CT1-3AS,10/29/2010 23:05:43,10/29/2010 23:05:43
52," NX Corner Cabinet, 1 Door, 4 Adj Sh                        ","NX Corner Cabinet, 1 Door, 4 Adj Sh                        ",,, 000.308.392.x.000   ,NX-CT1-4AS,10/29/2010 23:05:43,10/29/2010 23:05:43
246, NX Corner Counter Top                                      ,Garage Corner Counter Top                                      ,,, 000.002.001.x.000   ,,10/29/2010 23:08:24,10/29/2010 23:08:24
245,  Garage Counter Top                                             ,Garage Counter Top                                             ,,, 000.001.001.x.000   ,,10/29/2010 23:08:24,10/29/2010 23:08:24
36," NX Tall Cabinet, 1 Door, 3 Adj Sh                          ","NX Tall Cabinet, 1 Door, 3 Adj Sh                          ",,, 000.401.282.x.000   ,NX-T1-3AS    ,10/29/2010 23:05:40,10/29/2010 23:35:42
35," NX Tall Cabinet, 1 Door, 3 Adj Sh                          ","NX Tall Cabinet, 1 Door, 3 Adj Sh                          ",,, 000.401.182.x.000   ,NX-T1-3AS,10/29/2010 23:05:40,10/29/2010 23:35:39
37," NX Tall Cabinet, 1 Door, 4 Adj Sh                          ","NX Tall Cabinet, 1 Door, 4 Adj Sh                          ",,, 000.401.192.x.000   ,NX-T1-4AS,10/29/2010 23:05:40,10/29/2010 23:05:40
38," NX Tall Cabinet, 1 Door, 4 Adj Sh                          ","NX Tall Cabinet, 1 Door, 4 Adj Sh                          ",,, 000.401.292.x.000   ,NX-T1-4AS,10/29/2010 23:05:40,10/29/2010 23:35:42
43," NX Tall Cabinet, 2 Doors, 1 Divider, 6 Adj Sh              ","NX Tall Cabinet, 2 Doors, 1 Divider, 6 Adj Sh              ",,, 000.412.382.x.000   ,NX-T2P-6AS   ,10/29/2010 23:05:41,10/29/2010 23:05:41
44," NX Tall Cabinet, 2 Doors, 1 Divider, 6 Adj Sh              ","NX Tall Cabinet, 2 Doors, 1 Divider, 6 Adj Sh              ",,, 000.412.482.x.000   ,NX-T2P-6AS   ,10/29/2010 23:05:42,10/29/2010 23:35:43
45," NX Tall Cabinet, 2 Doors, 1 Divider, 8 Adj Sh              ","NX Tall Cabinet, 2 Doors, 1 Divider, 8 Adj Sh              ",,, 000.412.392.x.000   ,NX-T2P-6AS,10/29/2010 23:05:42,10/29/2010 23:05:42
46," NX Tall Cabinet, 2 Doors, 1 Divider, 8 Adj Sh              ","NX Tall Cabinet, 2 Doors, 1 Divider, 8 Adj Sh              ",,, 000.412.492.x.000   ,NX-T2P-6AS   ,10/29/2010 23:05:42,10/29/2010 23:35:43
39," NX Tall Cabinet, 2 Doors, 3 Adj Sh                         ","NX Tall Cabinet, 2 Doors, 3 Adj Sh                         ",,, 000.402.382.x.000   ,NX-T2-3AS,10/29/2010 23:05:40,10/29/2010 23:35:39
40," NX Tall Cabinet, 2 Doors, 3 Adj Sh                         ","NX Tall Cabinet, 2 Doors, 3 Adj Sh                         ",,, 000.402.482.x.000   ,NX-T2-3AS    ,10/29/2010 23:05:41,10/29/2010 23:35:42
41," NX Tall Cabinet, 2 Doors, 4 Adj Sh                         ","NX Tall Cabinet, 2 Doors, 4 Adj Sh                         ",,, 000.402.392.x.000   ,NX-T2-4AS,10/29/2010 23:05:41,10/29/2010 23:05:41
42," NX Tall Cabinet, 2 Doors, 4 Adj Sh                         ","NX Tall Cabinet, 2 Doors, 4 Adj Sh                         ",,, 000.402.492.x.000   ,NX-T2-4AS,10/29/2010 23:05:41,10/29/2010 23:35:42
19," NX Wall Cabinet, 1 Door, 1 Adj Sh                          ","NX Wall Cabinet, 1 Door, 1 Adj Sh                          ",,, 000.301.130.x.000   ,NX-W1-1AS    ,10/29/2010 23:05:38,10/29/2010 23:05:38
23," NX Wall Cabinet, 1 Door, 1 Adj Sh                          ","NX Wall Cabinet, 1 Door, 1 Adj Sh                          ",,, 000.301.132.x.000   ,NX-W1-1AS,10/29/2010 23:05:39,10/29/2010 23:05:39
21," NX Wall Cabinet, 1 Door, 1 Adj Sh                          ","NX Wall Cabinet, 1 Door, 1 Adj Sh                          ",,, 000.301.131.x.000   ,NX-W1-1AS,10/29/2010 23:05:38,10/29/2010 23:35:39
20," NX Wall Cabinet, 1 Door, 1 Adj Sh                          ","NX Wall Cabinet, 1 Door, 1 Adj Sh                          ",,, 000.301.230.x.000   ,NX-W1-1AS,10/29/2010 23:05:38,10/29/2010 23:35:41
22," NX Wall Cabinet, 1 Door, 1 Adj Sh                          ","NX Wall Cabinet, 1 Door, 1 Adj Sh                          ",,, 000.301.231.x.000   ,NX-W1-1AS,10/29/2010 23:05:38,10/29/2010 23:35:41
24," NX Wall Cabinet, 1 Door, 1 Adj Sh                          ","NX Wall Cabinet, 1 Door, 1 Adj Sh                          ",,, 000.301.232.x.000   ,NX-W1-1AS,10/29/2010 23:05:39,10/29/2010 23:35:41
25," NX Wall Cabinet, 1 Door, 2 Adj Sh                          ","NX Wall Cabinet, 1 Door, 2 Adj Sh                          ",,, 000.301.142.x.000   ,NX-W1-1AS,10/29/2010 23:05:39,10/29/2010 23:05:39
26," NX Wall Cabinet, 1 Door, 2 Adj Sh                          ","NX Wall Cabinet, 1 Door, 2 Adj Sh                          ",,, 000.301.242.x.000   ,NX-W1-1AS,10/29/2010 23:05:39,10/29/2010 23:35:41
27," NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ","NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ",,, 000.302.330.x.000   ,NX-W2-1AS,10/29/2010 23:05:39,10/29/2010 23:05:39
31," NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ","NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ",,, 000.302.332.x.000   ,NX-W2-1AS,10/29/2010 23:05:39,10/29/2010 23:05:39
29," NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ","NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ",,, 000.302.331.x.000   ,NX-W2-1AS,10/29/2010 23:05:39,10/29/2010 23:35:39
28," NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ","NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ",,, 000.302.430.x.000   ,NX-W2-1AS,10/29/2010 23:05:39,10/29/2010 23:35:42
30," NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ","NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ",,, 000.302.431.x.000   ,NX-W2-1AS,10/29/2010 23:05:39,10/29/2010 23:35:42
32," NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ","NX Wall Cabinet, 2 Doors, 1 Adj Sh                         ",,, 000.302.432.x.000   ,NX-W2-1AS,10/29/2010 23:05:40,10/29/2010 23:35:42
33," NX Wall Cabinet, 2 Doors, 2 Adj Sh                         ","NX Wall Cabinet, 2 Doors, 2 Adj Sh                         ",,, 000.302.342.x.000   ,NX-W2-2AS,10/29/2010 23:05:40,10/29/2010 23:05:40
34," NX Wall Cabinet, 2 Doors, 2 Adj Sh                         ","NX Wall Cabinet, 2 Doors, 2 Adj Sh                         ",,, 000.302.442.x.000   ,NX-W2-2AS,10/29/2010 23:05:40,10/29/2010 23:35:42
115,  Hamper Door AMS329                                             , Hamper Door AMS329                                             ,,, 000.000.000.x.144   ,,10/29/2010 23:07:43,10/29/2010 23:07:43
113,  Hamper Door DR1                                                , Hamper Door DR1                                                ,,, 000.000.000.x.142   ,,10/29/2010 23:07:42,10/29/2010 23:07:42
114,  Hamper Door DR8                                                , Hamper Door DR8                                                ,,, 000.000.000.x.143   ,,10/29/2010 23:07:42,10/29/2010 23:07:42
111,  Hamper Door Flat                                               , Hamper Door Flat                                               ,,, 000.000.000.x.140   ,CL-HDR,10/29/2010 23:07:41,10/29/2010 23:07:41
112,  Hamper Door JR7                                                , Hamper Door JR7                                                ,,, 000.000.000.x.141   ,,10/29/2010 23:07:42,10/29/2010 23:07:42
116,  Hamper Door KB732                                              , Hamper Door KB732                                              ,,, 000.000.000.x.145   ,,10/29/2010 23:07:43,10/29/2010 23:07:43
118,  Hamper Door Powder Coat Granite                                , Hamper Door Powder Coat Granite                                ,,, 000.000.000.008.140 ,,10/29/2010 23:07:53,10/29/2010 23:07:53
117,  Hamper Door Powder Coat Red                                    , Hamper Door Powder Coat Red                                    ,,, 000.000.000.009.140 ,,10/29/2010 23:07:53,10/29/2010 23:07:53
312,"  Hang Partition Radius Bottom (12), Left Stop Drilled           ","Hang Partition Radius Bottom, Left",,, 000.910.150.x.000   ,CL-HPR-L     ,10/29/2010 23:09:19,10/29/2010 23:34:43
313,"  Hang Partition Radius Bottom (12), Right Stop Drilled          ","Hang Partition Radius Bottom, Right",,, 000.910.350.x.000   ,CL-HPR-R     ,10/29/2010 23:09:19,10/29/2010 23:34:45
311,"  Hang Partition Radius Bottom (12), Thru Drilled                ","Hang Partition Radius Bottom, Thru Drilled",,, 000.910.250.x.000   ,CL-HPR-T     ,10/29/2010 23:09:19,10/29/2010 23:34:44
325,"  Hang Partition Radius Bottom (14), Left Stop Drilled           ","Hang Partition Radius Bottom, Left",,, 000.910.151.x.000   ,CL-HPR-L     ,10/29/2010 23:09:40,10/29/2010 23:34:44
326,"  Hang Partition Radius Bottom (14), Right Stop Drilled          ","Hang Partition Radius Bottom, Right",,, 000.910.351.x.000   ,CL-HPR-R     ,10/29/2010 23:09:40,10/29/2010 23:34:45
324,"  Hang Partition Radius Bottom (14), Thru Drilled                ","Hang Partition Radius Bottom, Thru Drilled",,, 000.910.251.x.000   ,CL-HPR-T     ,10/29/2010 23:09:40,10/29/2010 23:34:44
334,"  Hang Partition Radius Bottom (16), Left Stop Drilled           ","Hang Partition Radius Bottom, Left",,, 000.910.152.x.000   ,CL-HPR-L     ,10/29/2010 23:10:15,10/29/2010 23:34:44
